solucao,numero_atributos,reducao_atributos_pct,f1_cross_medio,NF-UNSW-NB15-v2->NF-ToN-IoT-v2,NF-ToN-IoT-v2->NF-UNSW-NB15-v2,atributos
S1,3,91.89189189189189,0.06726371341929474,0.05453735773837897,0.0799900691002105,"SERVER_TCP_FLAGS, TCP_WIN_MAX_IN, DNS_QUERY_ID"
